agid,name,rank,station,unit,district,subDivision,landline,mobile,email,searchBlob
KSP0561,PI Chitradurga,PI,PS Chitradurga,DCRE,Eastern,,,08194-222774,,pi chitradurga pi ps chitradurga dcre eastern 08194-222774
KSP0562,PI MADIKERI,PI,MADIKERI,Districts,Bengaluru City,,,08272-228425,,pi madikeri pi madikeri districts bengaluru city 08272-228425
KSP0563,PI MADHUGIRI,PI,MADHUGIRI,Districts,Bengaluru City,,,08137-282285,,pi madhugiri pi madhugiri districts bengaluru city 08137-282285
KSP0564,PI INT,PI,INT,HQ,Ramanagara,,,080-27271807,,pi int pi int hq ramanagara 080-27271807
KSP0565,PI INT,PI,INT,HQ,Shivamogga,,,08182-227273,,pi int pi int hq shivamogga 08182-227273
KSP0566,PI INT,PI,INT,HQ,Udupi,,,0820-2521278,,pi int pi int hq udupi 0820-2521278
KSP0567,PI INT,PI,INT,HQ,Yadgiri,,,08473-252266,,pi int pi int hq yadgiri 08473-252266
KSP0568,ADGP KSRP,ADGP,KSRP,KSRP,Bengaluru City,,,080-22213351,adgpksrp@ksp.gov.in,adgp ksrp adgp ksrp bengaluru city 080-22213351 adgpksrp@ksp.gov.in
KSP0569,IGP KSRP,IGP,KSRP,KSRP,Bengaluru City,,,080-22942247,igpksrp@ksp.gov.in,igp ksrp igp ksrp bengaluru city 080-22942247 igpksrp@ksp.gov.in
KSP0570,"DIGP KSRP, HQ",DIGP,"KSRP, HQ",KSRP,Bengaluru City,,,080-22215259,digpksrp@ksp.gov.in,"digp ksrp, hq digp ksrp, hq ksrp bengaluru city 080-22215259 digpksrp@ksp.gov.in"
KSP0571,DIGP KSRP Training,DIGP,KSRP Training,KSRP,Bengaluru City,,,,digptrgksrphq@ksp.gov.in,digp ksrp training digp ksrp training ksrp bengaluru city digptrgksrphq@ksp.gov.in
KSP0572,DIGP KSRP CENTRAL (BENGALURU) ZONE,DIGP,KSRP CENTRAL (BENGALURU) ZONE,KSRP,Bengaluru City,,,080-22943680,,digp ksrp central (bengaluru) zone digp ksrp central (bengaluru) zone ksrp bengaluru city 080-22943680
KSP0573,"Commdt., I-BN",Commdt.,"Commdt., I-BN, Bengaluru",KSRP,Bengaluru City,,,080-22942316,cmdt1bn@ksp.gov.in,"commdt., i-bn commdt. commdt., i-bn, bengaluru ksrp bengaluru city 080-22942316 cmdt1bn@ksp.gov.in"
KSP0574,"Commdt., III-BN",Commdt.,"Commdt., III-BN, Bengaluru",KSRP,Bengaluru City,,,080-25532332,cmdt3bn@ksp.gov.in,"commdt., iii-bn commdt. commdt., iii-bn, bengaluru ksrp bengaluru city 080-25532332 cmdt3bn@ksp.gov.in"
KSP0575,"Commdt., IV-BN",Commdt.,"Commdt., IV-BN, Bengaluru",KSRP,Bengaluru City,,,080-22942398,cmdt4bn@ksp.gov.in,"commdt., iv-bn commdt. commdt., iv-bn, bengaluru ksrp bengaluru city 080-22942398 cmdt4bn@ksp.gov.in"
KSP0576,"Commdt., IX-BN, Koodlu",Commdt.,"Commdt., IX-BN, Koodlu, Bengaluru",KSRP,Bengaluru City,,,080-28440673,cmdt9bn@ksp.gov.in,"commdt., ix-bn, koodlu commdt. commdt., ix-bn, koodlu, bengaluru ksrp bengaluru city 080-28440673 cmdt9bn@ksp.gov.in"
KSP0577,DIGP KSRP MYSURU ZONE,DIGP,KSRP MYSURU ZONE,KSRP,Mysuru,,,7483645781,,digp ksrp mysuru zone digp ksrp mysuru zone ksrp mysuru 7483645781
KSP0578,"Commdt., V-BN",Commdt.,"Commdt., V-BN, Mysuru",KSRP,Mysuru,,,0821-2473549,cmdt5bn@ksp.gov.in,"commdt., v-bn commdt. commdt., v-bn, mysuru ksrp mysuru 0821-2473549 cmdt5bn@ksp.gov.in"
KSP0579,"Commdt., VII-BN",Commdt.,"Commdt., VII-BN, Mangaluru",KSRP,Dakshina Kannada,,,0824-2220543,cmdt7bn@ksp.gov.in,"commdt., vii-bn commdt. commdt., vii-bn, mangaluru ksrp dakshina kannada 0824-2220543 cmdt7bn@ksp.gov.in"
KSP0580,"Commdt., XI-BN, Hassan",Commdt.,"Commdt., XI-BN, Hassan",KSRP,Hassan,,,08172-295031,cmdt11bn@ksp.gov.in,"commdt., xi-bn, hassan commdt. ksrp hassan 08172-295031 cmdt11bn@ksp.gov.in"
KSP0581,"Commdt., XII-BN",Commdt.,"Commdt., XII-BN, Tumkur",KSRP,Bengaluru City,,,08138-200590,cmdt12bn@ksp.gov.in,"commdt., xii-bn commdt. commdt., xii-bn, tumkur ksrp bengaluru city 08138-200590 cmdt12bn@ksp.gov.in"
KSP0582,DIGP KSRP BELAGAVI ZONE,DIGP,KSRP BELAGAVI ZONE,KSRP,Belagavi,,,7483645658,,digp ksrp belagavi zone digp ksrp belagavi zone ksrp belagavi 7483645658
KSP0583,"Commdt., II-BN",Commdt.,"Commdt., II-BN, Belagavi",KSRP,Belagavi,,,0831-2412304,cmdt2bn@ksp.gov.in,"commdt., ii-bn commdt. commdt., ii-bn, belagavi ksrp belagavi 0831-2412304 cmdt2bn@ksp.gov.in"
KSP0584,"Commdt., VI-BN",Commdt.,"Commdt., VI-BN, Kalaburagi",KSRP,Kalaburagi,,,08472-212026,cmdt6bn@ksp.gov.in,"commdt., vi-bn commdt. commdt., vi-bn, kalaburagi ksrp kalaburagi 08472-212026 cmdt6bn@ksp.gov.in"
KSP0585,"Commdt., VIII-BN",Commdt.,"Commdt., VIII-BN, Shivamogga",KSRP,Shivamogga,,,08182-246188,cmdt8bn@ksp.gov.in,"commdt., viii-bn commdt. commdt., viii-bn, shivamogga ksrp shivamogga 08182-246188 cmdt8bn@ksp.gov.in"
KSP0586,"Commdt., X-BN, Shiggaon-Haveri",Commdt.,"Commdt., X-BN, Shiggaon-Haveri",KSRP,Haveri,,,08378-255802,cmdt10bn@ksp.gov.in,"commdt., x-bn, shiggaon-haveri commdt. ksrp haveri 08378-255802 cmdt10bn@ksp.gov.in"
KSP0587,"SP KSRP, Training School, Kangralli",SP,"KSRP, Training School, Kangralli, Belagavi City",KSRP,Belagavi,,,0831-2405676,ptskangrallibgm@ksp.gov.in,"sp ksrp, training school, kangralli sp ksrp, training school, kangralli, belagavi city ksrp belagavi 0831-2405676 ptskangrallibgm@ksp.gov.in"
KSP0588,DIGP IRB AVATHI ZONE,DIGP,IRB AVATHI ZONE,KSRP,Bengaluru City,,,9480800829,,digp irb avathi zone digp irb avathi zone ksrp bengaluru city 9480800829
KSP0589,"Commdt., IRB, AVATI-KUDUGURKI, BENGALURU URBAN",Commdt.,"Commdt., IRB, AVATI-KUDUGURKI, BENGALURU URBAN",KSRP,Bengaluru City,,,9448065817,irbavathi@ksp.gov.in,"commdt., irb, avati-kudugurki, bengaluru urban commdt. ksrp bengaluru city 9448065817 irbavathi@ksp.gov.in"
KSP0590,"DIGP IRB, MUNIRABAD ZONE",DIGP,"IRB, MUNIRABAD ZONE",KSRP,Bengaluru City,,,9480805991,digpirbm@gmail.com,"digp irb, munirabad zone digp irb, munirabad zone ksrp bengaluru city 9480805991 digpirbm@gmail.com"
KSP0591,"Commdt., IRB, Munirabad",Commdt.,"Commdt., IRB, Munirabad",KSRP,Bengaluru City,,,9480805812,cmdtirb@ksp.gov.in,"commdt., irb, munirabad commdt. ksrp bengaluru city 9480805812 cmdtirb@ksp.gov.in"
KSP0592,"Commdt., IRB",Commdt.,"Commdt., IRB, Vijayapura",KSRP,Vijayapura,,,08352-295001,cmdtirbbjp@ksp.gov.in,"commdt., irb commdt. commdt., irb, vijayapura ksrp vijayapura 08352-295001 cmdtirbbjp@ksp.gov.in"
KSP0593,"SP KSRP, Training School, Munirabad",SP,"KSRP, Training School, Munirabad",KSRP,Bengaluru City,,,9480804286,ksrpts@ksp.gov.in,"sp ksrp, training school, munirabad sp ksrp, training school, munirabad ksrp bengaluru city 9480804286 ksrpts@ksp.gov.in"
KSP0594,"SP KSRP, Training School, Kangralli",SP,"KSRP, Training School, Kangralli, Belagavi City",KSRP,Belagavi,,,0831-2405676,ptskangrallibgm@ksp.gov.in,"sp ksrp, training school, kangralli sp ksrp, training school, kangralli, belagavi city ksrp belagavi 0831-2405676 ptskangrallibgm@ksp.gov.in"
KSP0595,DIGP IRB AVATHI ZONE,DIGP,IRB AVATHI ZONE,IRB,,,,9480800829,,digp irb avathi zone digp irb avathi zone irb 9480800829
KSP0596,"Commdt., IRB, AVATI-KUDUGURKI, BENGALURU URBAN",Commdt.,"Commdt., IRB, AVATI-KUDUGURKI, BENGALURU URBAN",IRB,Bengaluru City,,,9448065817,,"commdt., irb, avati-kudugurki, bengaluru urban commdt. irb bengaluru city 9448065817"
KSP0597,"Commdt., IRB, KGF",Commdt.,"Commdt., IRB, KGF",IRB,,,,9448787714,irbkgf@ksp.gov.in,"commdt., irb, kgf commdt. irb 9448787714 irbkgf@ksp.gov.in"
KSP0598,"DIGP IRB, MUNIRABAD ZONE",DIGP,"IRB, MUNIRABAD ZONE",IRB,,,,9480805991,digpirbm@gmail.com,"digp irb, munirabad zone digp irb, munirabad zone irb 9480805991 digpirbm@gmail.com"
KSP0599,"Commdt., IRB, Munirabad",Commdt.,"Commdt., IRB, Munirabad",IRB,,,,9480805812,cmdtirb@ksp.gov.in,"commdt., irb, munirabad commdt. irb 9480805812 cmdtirb@ksp.gov.in"
KSP0600,"Commdt., IRB",Commdt.,"Commdt., IRB, Vijayapura",IRB,Vijayapura,,,08352-295001,cmdtirbbjp@ksp.gov.in,"commdt., irb commdt. commdt., irb, vijayapura irb vijayapura 08352-295001 cmdtirbbjp@ksp.gov.in"
KSP0601,"SP KSRP, Training School, Munirabad",SP,"KSRP, Training School, Munirabad",IRB,,,,9480804286,ksrpts@ksp.gov.in,"sp ksrp, training school, munirabad sp ksrp, training school, munirabad irb 9480804286 ksrpts@ksp.gov.in"
KSP0602,"Commdt., I-BN",Commdt.,"Commdt., I-BN, Bengaluru",KSRP Battalions,Bengaluru City,,,9480805801,cmdt1bn@ksp.gov.in,"commdt., i-bn commdt. commdt., i-bn, bengaluru ksrp battalions bengaluru city 9480805801 cmdt1bn@ksp.gov.in"
KSP0603,"Asst. Commdt., I-BN",Asst. Commdt.,"Asst. Commdt., I-BN",KSRP Battalions,Bengaluru City,,,9480805826,,"asst. commdt., i-bn asst. commdt. ksrp battalions bengaluru city 9480805826"
KSP0604,"Asst. Commdt., I-BN",Asst. Commdt.,"Asst. Commdt., I-BN",KSRP Battalions,Bengaluru City,,,9480805828,,"asst. commdt., i-bn asst. commdt. ksrp battalions bengaluru city 9480805828"
KSP0605,"Asst. Commdt., I-BN",Asst. Commdt.,"Asst. Commdt., I-BN",KSRP Battalions,Bengaluru City,,,9480805827,,"asst. commdt., i-bn asst. commdt. ksrp battalions bengaluru city 9480805827"
KSP0606,"I-BN KSRP, C/Room",,"I-BN KSRP, C/Room BENGALURU",KSRP Battalions,Bengaluru City,,,9480800829,ksrpcr1bn@ksp.gov.in,"i-bn ksrp, c/room i-bn ksrp, c/room bengaluru ksrp battalions bengaluru city 9480800829 ksrpcr1bn@ksp.gov.in"
KSP0607,"POLICE PUBLIC SCHOOL (KSRP Campus, Koramangala, Bengaluru)",,"POLICE PUBLIC SCHOOL (KSRP Campus, Koramangala, Bengaluru)",KSRP Battalions,Bengaluru City,,,6362598124,,"police public school (ksrp campus, koramangala, bengaluru) ksrp battalions bengaluru city 6362598124"
KSP0608,KSRP SOCIETY & CPC CANTEEN,,KSRP SOCIETY & CPC CANTEEN,KSRP Battalions,Bengaluru City,,,,,ksrp society & cpc canteen ksrp battalions bengaluru city
KSP0609,"Commdt., II-BN",Commdt.,"Commdt., II-BN, Belagavi",KSRP Battalions,Belagavi,,,0831-2412304,cmdt2bn@ksp.gov.in,"commdt., ii-bn commdt. commdt., ii-bn, belagavi ksrp battalions belagavi 0831-2412304 cmdt2bn@ksp.gov.in"
KSP0610,"Asst. Commdt., II-BN",Asst. Commdt.,"Asst. Commdt., II-BN",KSRP Battalions,Bengaluru City,,,0831-2412626,,"asst. commdt., ii-bn asst. commdt. ksrp battalions bengaluru city 0831-2412626"
KSP0611,"Asst. Commdt., II-BN",Asst. Commdt.,"Asst. Commdt., II-BN",KSRP Battalions,Bengaluru City,,,0831-2412165,,"asst. commdt., ii-bn asst. commdt. ksrp battalions bengaluru city 0831-2412165"
KSP0612,"II-BN, C/Room",,"II-BN, C/Room BELAGAVI",KSRP Battalions,Belagavi,,,0831-2412252,ksrpcr2bn@ksp.gov.in,"ii-bn, c/room ii-bn, c/room belagavi ksrp battalions belagavi 0831-2412252 ksrpcr2bn@ksp.gov.in"
KSP0613,"Commdt., III-BN",Commdt.,"Commdt., III-BN, Bengaluru",KSRP Battalions,Bengaluru City,,,9480805803,cmdt3bn@ksp.gov.in,"commdt., iii-bn commdt. commdt., iii-bn, bengaluru ksrp battalions bengaluru city 9480805803 cmdt3bn@ksp.gov.in"
KSP0614,"Dy. Commdt., III-BN",Dy. Commdt.,"Dy. Commdt., III-BN",KSRP Battalions,Bengaluru City,,,9480805801,,"dy. commdt., iii-bn dy. commdt. ksrp battalions bengaluru city 9480805801"
KSP0615,"Asst. Commdt., III-BN",Asst. Commdt.,"Asst. Commdt., III-BN",KSRP Battalions,Bengaluru City,,,9480805832,,"asst. commdt., iii-bn asst. commdt. ksrp battalions bengaluru city 9480805832"
KSP0616,"Asst. Commdt., III-BN",Asst. Commdt.,"Asst. Commdt., III-BN",KSRP Battalions,Bengaluru City,,,9480805834,,"asst. commdt., iii-bn asst. commdt. ksrp battalions bengaluru city 9480805834"
KSP0617,"Asst. Commdt., III-BN",Asst. Commdt.,"Asst. Commdt., III-BN",KSRP Battalions,Bengaluru City,,,9480805833,,"asst. commdt., iii-bn asst. commdt. ksrp battalions bengaluru city 9480805833"
KSP0618,"III-BN KSRP, C/Room",,"III-BN KSRP, C/Room BENGALURU",KSRP Battalions,Bengaluru City,,,9480800836,ksrpcr3bn@ksp.gov.in,"iii-bn ksrp, c/room iii-bn ksrp, c/room bengaluru ksrp battalions bengaluru city 9480800836 ksrpcr3bn@ksp.gov.in"
KSP0619,"Commdt., IV-BN",Commdt.,"Commdt., IV-BN, Bengaluru",KSRP Battalions,Bengaluru City,,,080-22942398,cmdt4bn@ksp.gov.in,"commdt., iv-bn commdt. commdt., iv-bn, bengaluru ksrp battalions bengaluru city 080-22942398 cmdt4bn@ksp.gov.in"
KSP0620,"Asst. Commdt., IV-BN",Asst. Commdt.,"Asst. Commdt., IV-BN",KSRP Battalions,Bengaluru City,,,080-22942125,,"asst. commdt., iv-bn asst. commdt. ksrp battalions bengaluru city 080-22942125"
KSP0621,"Asst. Commdt., IV-BN",Asst. Commdt.,"Asst. Commdt., IV-BN",KSRP Battalions,Bengaluru City,,,9480805835,,"asst. commdt., iv-bn asst. commdt. ksrp battalions bengaluru city 9480805835"
KSP0622,"Asst. Commdt., IV-BN",Asst. Commdt.,"Asst. Commdt., IV-BN",KSRP Battalions,Bengaluru City,,,9480805837,,"asst. commdt., iv-bn asst. commdt. ksrp battalions bengaluru city 9480805837"
KSP0623,"IV-BN KSRP, C/Room",,"IV-BN KSRP, C/Room BENGALURU",KSRP Battalions,Bengaluru City,,,,ksrpcr4bn@ksp.gov.in,"iv-bn ksrp, c/room iv-bn ksrp, c/room bengaluru ksrp battalions bengaluru city ksrpcr4bn@ksp.gov.in"
KSP0624,"Commdt., V-BN",Commdt.,"Commdt., V-BN, Mysuru",KSRP Battalions,Mysuru,,,0821-2473549,cmdt5bn@ksp.gov.in,"commdt., v-bn commdt. commdt., v-bn, mysuru ksrp battalions mysuru 0821-2473549 cmdt5bn@ksp.gov.in"
KSP0625,"Asst. Commdt., V-BN",Asst. Commdt.,"Asst. Commdt., V-BN",KSRP Battalions,Bengaluru City,,,0821-2418721,,"asst. commdt., v-bn asst. commdt. ksrp battalions bengaluru city 0821-2418721"
KSP0626,"Asst. Commdt., V-BN",Asst. Commdt.,"Asst. Commdt., V-BN",KSRP Battalions,Bengaluru City,,,0821-2418626,,"asst. commdt., v-bn asst. commdt. ksrp battalions bengaluru city 0821-2418626"
KSP0627,"Asst. Commdt., V-BN",Asst. Commdt.,"Asst. Commdt., V-BN",KSRP Battalions,Bengaluru City,,,9480805840,,"asst. commdt., v-bn asst. commdt. ksrp battalions bengaluru city 9480805840"
KSP0628,"V-BN KSRP, C/Room",,"V-BN KSRP, C/Room MYSURU",KSRP Battalions,Mysuru,,,0821-2476594,ksrpcr5bn@ksp.gov.in,"v-bn ksrp, c/room v-bn ksrp, c/room mysuru ksrp battalions mysuru 0821-2476594 ksrpcr5bn@ksp.gov.in"
KSP0629,"Commdt., VI-BN",Commdt.,"Commdt., VI-BN, Kalaburagi",KSRP Battalions,Kalaburagi,,,08472-212062,cmdt6bn@ksp.gov.in,"commdt., vi-bn commdt. commdt., vi-bn, kalaburagi ksrp battalions kalaburagi 08472-212062 cmdt6bn@ksp.gov.in"
KSP0630,"Dy. Commdt., VI-BN",Dy. Commdt.,"Dy. Commdt., VI-BN",KSRP Battalions,Bengaluru City,,,9480805844,,"dy. commdt., vi-bn dy. commdt. ksrp battalions bengaluru city 9480805844"
KSP0631,"Asst. Commdt., VI-BN",Asst. Commdt.,"Asst. Commdt., VI-BN",KSRP Battalions,Bengaluru City,,,9480805843,,"asst. commdt., vi-bn asst. commdt. ksrp battalions bengaluru city 9480805843"
KSP0632,"VI-BN KSRP, C/Room",,"VI-BN KSRP, C/Room KALABURAGI",KSRP Battalions,Kalaburagi,,,08472-212336,ksrpcr6bn@ksp.gov.in,"vi-bn ksrp, c/room vi-bn ksrp, c/room kalaburagi ksrp battalions kalaburagi 08472-212336 ksrpcr6bn@ksp.gov.in"
KSP0633,"Commdt., VII-BN",Commdt.,"Commdt., VII-BN, Mangaluru",KSRP Battalions,Dakshina Kannada,,,0824-2220543,cmdt7bn@ksp.gov.in,"commdt., vii-bn commdt. commdt., vii-bn, mangaluru ksrp battalions dakshina kannada 0824-2220543 cmdt7bn@ksp.gov.in"
KSP0634,"Asst. Commdt., VII-BN",Asst. Commdt.,"Asst. Commdt., VII-BN",KSRP Battalions,Bengaluru City,,,0824-2220551,,"asst. commdt., vii-bn asst. commdt. ksrp battalions bengaluru city 0824-2220551"
KSP0635,"Asst. Commdt., VII-BN",Asst. Commdt.,"Asst. Commdt., VII-BN",KSRP Battalions,Bengaluru City,,,0824-2220547,,"asst. commdt., vii-bn asst. commdt. ksrp battalions bengaluru city 0824-2220547"
KSP0636,"Asst. Commdt., VII-BN",Asst. Commdt.,"Asst. Commdt., VII-BN",KSRP Battalions,Bengaluru City,,,0824-2220554,,"asst. commdt., vii-bn asst. commdt. ksrp battalions bengaluru city 0824-2220554"
KSP0637,"VII-BN KSRP, C/Room",,"VII-BN KSRP, C/Room MANGALURU",KSRP Battalions,Dakshina Kannada,,,0824-2220545,ksrpcr7bn@ksp.gov.in,"vii-bn ksrp, c/room vii-bn ksrp, c/room mangaluru ksrp battalions dakshina kannada 0824-2220545 ksrpcr7bn@ksp.gov.in"
KSP0638,"Commdt., VIII-BN",Commdt.,"Commdt., VIII-BN, Shivamogga",KSRP Battalions,Shivamogga,,,08182-246188,cmdt8bn@ksp.gov.in,"commdt., viii-bn commdt. commdt., viii-bn, shivamogga ksrp battalions shivamogga 08182-246188 cmdt8bn@ksp.gov.in"
KSP0639,"Dy. Commdt., VIII-BN",Dy. Commdt.,"Dy. Commdt., VIII-BN",KSRP Battalions,Bengaluru City,,,9480805801,,"dy. commdt., viii-bn dy. commdt. ksrp battalions bengaluru city 9480805801"
KSP0640,"Asst. Commdt., VIII-BN",Asst. Commdt.,"Asst. Commdt., VIII-BN",KSRP Battalions,Bengaluru City,,,08182-246192,,"asst. commdt., viii-bn asst. commdt. ksrp battalions bengaluru city 08182-246192"
KSP0641,"Asst. Commdt., VIII-BN",Asst. Commdt.,"Asst. Commdt., VIII-BN",KSRP Battalions,Bengaluru City,,,08182-246193,,"asst. commdt., viii-bn asst. commdt. ksrp battalions bengaluru city 08182-246193"
KSP0642,"VIII-BN KSRP, C/Room",,"VIII-BN KSRP, C/Room SHIVAMOGGA",KSRP Battalions,Shivamogga,,,08182-246192,ksrpcr8bn@ksp.gov.in,"viii-bn ksrp, c/room viii-bn ksrp, c/room shivamogga ksrp battalions shivamogga 08182-246192 ksrpcr8bn@ksp.gov.in"
KSP0643,"Commdt., IX-BN, Koodlu",Commdt.,"Commdt., IX-BN, Koodlu, Bengaluru",KSRP Battalions,Bengaluru City,,,9480805809,cmdt9bn@ksp.gov.in,"commdt., ix-bn, koodlu commdt. commdt., ix-bn, koodlu, bengaluru ksrp battalions bengaluru city 9480805809 cmdt9bn@ksp.gov.in"
KSP0644,"Asst. Commdt., IX-BN",Asst. Commdt.,"Asst. Commdt., IX-BN",KSRP Battalions,Bengaluru City,,,9480805853,,"asst. commdt., ix-bn asst. commdt. ksrp battalions bengaluru city 9480805853"
KSP0645,"Asst. Commdt., IX-BN",Asst. Commdt.,"Asst. Commdt., IX-BN",KSRP Battalions,Bengaluru City,,,9480805855,,"asst. commdt., ix-bn asst. commdt. ksrp battalions bengaluru city 9480805855"
KSP0646,"Asst. Commdt., IX-BN",Asst. Commdt.,"Asst. Commdt., IX-BN",KSRP Battalions,Bengaluru City,,,9480805857,,"asst. commdt., ix-bn asst. commdt. ksrp battalions bengaluru city 9480805857"
KSP0647,"Asst. Commdt., IX-BN",Asst. Commdt.,"Asst. Commdt., IX-BN",KSRP Battalions,Bengaluru City,,,9480805856,,"asst. commdt., ix-bn asst. commdt. ksrp battalions bengaluru city 9480805856"
KSP0648,"IX-BN KSRP, C/Room KOODLU",,"IX-BN KSRP, C/Room KOODLU",KSRP Battalions,Bengaluru City,,,9480800857,ksrpcr9bn@ksp.gov.in,"ix-bn ksrp, c/room koodlu ksrp battalions bengaluru city 9480800857 ksrpcr9bn@ksp.gov.in"
KSP0649,"Commdt., X-BN, Shiggaon-Haveri",Commdt.,"Commdt., X-BN, Shiggaon-Haveri",KSRP Battalions,Haveri,,,08378-255802,cmdt10bn@ksp.gov.in,"commdt., x-bn, shiggaon-haveri commdt. ksrp battalions haveri 08378-255802 cmdt10bn@ksp.gov.in"
KSP0650,"Asst. Commdt., X-BN",Asst. Commdt.,"Asst. Commdt., X-BN",KSRP Battalions,Bengaluru City,,,08378-255966,,"asst. commdt., x-bn asst. commdt. ksrp battalions bengaluru city 08378-255966"
KSP0651,"Asst. Commdt., X-BN",Asst. Commdt.,"Asst. Commdt., X-BN",KSRP Battalions,Bengaluru City,,,9480805859,,"asst. commdt., x-bn asst. commdt. ksrp battalions bengaluru city 9480805859"
KSP0652,"Asst. Commdt., X-BN",Asst. Commdt.,"Asst. Commdt., X-BN",KSRP Battalions,Bengaluru City,,,9480805860,,"asst. commdt., x-bn asst. commdt. ksrp battalions bengaluru city 9480805860"
KSP0653,"X-BN KSRP, C/Room SHIGGAON-HAVERI",,"X-BN KSRP, C/Room SHIGGAON-HAVERI",KSRP Battalions,Haveri,,,08378-255955,ksrpcr10bn@ksp.gov.in,"x-bn ksrp, c/room shiggaon-haveri ksrp battalions haveri 08378-255955 ksrpcr10bn@ksp.gov.in"
KSP0654,"Commdt., XI-BN, Hassan",Commdt.,"Commdt., XI-BN, Hassan",KSRP Battalions,Hassan,,,08172-295031,cmdt11bn@ksp.gov.in,"commdt., xi-bn, hassan commdt. ksrp battalions hassan 08172-295031 cmdt11bn@ksp.gov.in"
KSP0655,"Dy. Commdt., XI-BN",Dy. Commdt.,"Dy. Commdt., XI-BN",KSRP Battalions,Bengaluru City,,,08172-200781,,"dy. commdt., xi-bn dy. commdt. ksrp battalions bengaluru city 08172-200781"
KSP0656,"Asst. Commdt., XI-BN",Asst. Commdt.,"Asst. Commdt., XI-BN",KSRP Battalions,Bengaluru City,,,9480805862,,"asst. commdt., xi-bn asst. commdt. ksrp battalions bengaluru city 9480805862"
KSP0657,"Asst. Commdt., XI-BN",Asst. Commdt.,"Asst. Commdt., XI-BN",KSRP Battalions,Bengaluru City,,,9480805865,,"asst. commdt., xi-bn asst. commdt. ksrp battalions bengaluru city 9480805865"
KSP0658,"XI-BN KSRP, C/Room HASSAN",,"XI-BN KSRP, C/Room HASSAN",KSRP Battalions,Hassan,,,08172-250017,ksrpcr11bn@ksp.gov.in,"xi-bn ksrp, c/room hassan ksrp battalions hassan 08172-250017 ksrpcr11bn@ksp.gov.in"
KSP0659,"Commdt., XII-BN",Commdt.,"Commdt., XII-BN, Tumkur",KSRP Battalions,Bengaluru City,,,08138-200590,cmdt12bn@ksp.gov.in,"commdt., xii-bn commdt. commdt., xii-bn, tumkur ksrp battalions bengaluru city 08138-200590 cmdt12bn@ksp.gov.in"
