"Section","Unit","Designation","Phone","Email"
"Commissionerates","Bengaluru City","DCP, Admin","22200918 / 22942358 / 9480801015","dcpadminbcp@ksp.gov.in"
"Commissionerates","Bengaluru City","DCP, Traffic East","22860787 / 22942346 / 9480801801","dcptrfeast@ksp.gov.in"
"Commissionerates","Bengaluru City","DCP, South-West","080-22942300 / 9480801005","dcpsouthwestbcp@ksp.gov.in"
"Commissionerates","Bengaluru City","DCP, Electronic City","— / 9480801008",""
"Commissionerates","Bengaluru City","DCP, Vidhan Soudha Security","22353129 / 22033968 / 22943554 / 9480801109","dcpvsoudhasec@ksp.gov.in"
"Commissionerates","Bengaluru City","DCP, CAR-South","29510856 / 22942370 / 9480801019","dcpcarsouthbcp@ksp.gov.in"
"Commissionerates","Bengaluru City","DCP, CAR-North","28465406 / 22942368 / 9480801018","dcpcarnorthbcp@ksp.gov.in"
"Commissionerates","Bengaluru City","DCP, CAR-West","22942964 / 9480806022","dcpcarwestbcp@ksp.gov.in"
"Commissionerates","Bengaluru City","DCP, Crime-2","22942374 / 22202375 / 9480801021","dcpcrime2bcp@ksp.gov.in"
"Commissionerates","Bengaluru City","DCP, VVIP Security","22280020 / 22942941 / 9480801022","dcpvvipsec@ksp.gov.in"
"Commissionerates","Bengaluru City","DCP(W), Control Room, Bengaluru City","22942338 / 22250999 / RES-22943749 / 9480801004","dcpcontrol@ksp.gov.in, ccrblore@ksp.gov.in"
"Commissionerates","Bengaluru City","ACP(W), Control Room, Bengaluru City","22200914 / 9480800905",""
"Commissionerates","Bengaluru City","PI(W)-1, Control Room, Bengaluru City","22943772 / 9480801036",""
"Commissionerates","Bengaluru City","PI(W)-2, Control Room, Bengaluru City","— / 9480801701",""
"Commissionerates","Bengaluru City","Control Room, Bengaluru City","22942222 / 22943400 / 22250999 / 8277945406 / 9480801556 / 9480801100 / 9480801014 (WhatsApp)","ccrblore@ksp.gov.in"
"Commissionerates","Bengaluru City","ACP Cyber Crime PS","22375522 / 9480801110",""
"Commissionerates","Bengaluru City","PI Cyber Crime PS","22375522 / 9480801554",""
"Commissionerates","Bengaluru City","PI Cyber Crime PS","— / 9113201439",""
"Commissionerates","Bengaluru City","PI Cyber Crime PS","— / 9113201446",""
"Commissionerates","Bengaluru City","VIP Control Room","22943660 / —",""
"Commissionerates","Bengaluru City","Master Control Room","22943322 / —",""
"Commissionerates","Bengaluru City","Central Control Room","22943003 / 9480801100",""
"Commissionerates","Bengaluru City","East Control Room","22943535 / 9480801200",""
"Commissionerates","Bengaluru City","West Control Room","22943232 / 9480801700",""
"Commissionerates","Bengaluru City","North Control Room","22943434 / 9480801300",""
"Commissionerates","Bengaluru City","South Control Room","22943111 / 22943296 / 9480801500",""
"Commissionerates","Bengaluru City","South-East Control Room","22943482/81 / 9480801600",""
"Commissionerates","Bengaluru City","North-East Control Room","22943060 / 9480801400",""
"Commissionerates","Bengaluru City","Whitefield Control Room","22942959 / 9480801144 / 7411747100",""
"Commissionerates","Bengaluru City","North-West Control Room","22943661 / 9480801141",""
"Commissionerates","Bengaluru City","South-West Control Room","22943300 / 9480801140",""
"Commissionerates","Bengaluru City","Electronic City Control Room","22943355 / 9480801142",""
"Commissionerates","Bengaluru City","Hoysala Control Room","22943000 / 22943743 / —",""
"Commissionerates","Bengaluru City","Traffic Central Control Room","22943663 / —",""
"Commissionerates","Bengaluru City","Traffic East Control Room","22943131 / 22942346 / —",""
"Commissionerates","Bengaluru City","Traffic West Control Room","22943030 / 9480801900",""
"Commissionerates","Bengaluru City","Traffic North Control Room","22943684 / 9480801096",""
"Commissionerates","Bengaluru City","Traffic South Control Room","22942704 / 9480801097",""
"Commissionerates","Bengaluru City","Namma 112","22943747 / 22943745 / 22943770 / —",""
"Commissionerates","Bengaluru City","Makkala Sahayavani","22943224 / —",""
"Commissionerates","Bengaluru City","Vanitha Sahayavani","22943225 / 1091 / —",""
"Commissionerates","Bengaluru City","Elders Helpline","22943226 / 1090 / —",""
"Commissionerates","Bengaluru City","NDPS","22943769 / —",""
"Commissionerates","Bengaluru City","ACP PRO","22259590 / 9480801089",""
"Commissionerates","Bengaluru City","Social Media Cell","22943001 / 9480801000 / 9480801811",""
"Commissionerates","Bengaluru City","Deployment Section","22942865 / —",""
"Commissionerates","Bengaluru City","Command Centre","22202593 / 22943177 / —",""
"Commissionerates","Bengaluru City","GPS","22943658 / —",""
"Commissionerates","Bengaluru City","CCTV","22943746 / —",""
"Commissionerates","Bengaluru City","Arms","22942373 / —",""
"Commissionerates","Bengaluru City","Automation Centre","22943381 / 22943173 / —",""
"Commissionerates","Bengaluru City","Studio Section","22943228 / —",""
"Commissionerates","Bengaluru City","COP Stores","22943667 / —",""
"Commissionerates","Bengaluru City","COP Main Gate","22943275 / —",""
"Commissionerates","Bengaluru City","COP Back Gate","22943100 / —",""
"Commissionerates","Bengaluru City","EST Accounts","22943138 / 22943395 / —",""
"Commissionerates","Bengaluru City","Human Rights","22392205 / —",""
"Commissionerates","Bengaluru City","FRRO","22218195 / —",""
"Commissionerates","Bengaluru City","KAS Officers Guest House","22206287 / —",""
"Commissionerates","Bengaluru City","KSP App","22943772 / —",""
"Commissionerates","Bengaluru City","Press Room","22943227 / —",""
"Commissionerates","Bengaluru City","Wireless Workshop","22943132 / —",""
"Commissionerates","Bengaluru City","Conference Hall","22943274 / —",""
"Commissionerates","Bengaluru City","DE Section","22942184 / —",""
"Commissionerates","Bengaluru City","Immigration","22943278 / —",""
"Commissionerates","Bengaluru City","City SB","22943245 / —",""
"Commissionerates","Bengaluru City","Technical Centre","22942620 / —",""
"Commissionerates","Bengaluru City","Computer Section","22943553 / —",""
"Commissionerates","Bengaluru City","Dog Squad","22943085 / —",""
"Commissionerates","Bengaluru City","AO COP","22942825 / —",""
"Commissionerates","Bengaluru City","SS EST, COP","22942834 / —",""
"Commissionerates","Bengaluru City","SS ACT, COP","22943395 / —",""
"Commissionerates","Bengaluru City","SS Arms, Mag Genrl COP","22942373 / —",""
"Commissionerates","Bengaluru City","SS Building & Recruitment, Training & Pension","22943138 / —",""
"Commissionerates","Bengaluru City","SS Crime Section","22942187 / —",""
"Commissionerates","Bengaluru City","DCP, Central","22942344 / 22865907 / 9480801101","dcpcentral@ksp.gov.in"
"Commissionerates","Bengaluru City","Central Control Room","22943003 / 9480801100",""
"Commissionerates","Bengaluru City","ACP Seshadripuram","22942637 / 9480801105","ablesspurambcp@ksp.gov.in"
"Commissionerates","Bengaluru City","PI Seshadripuram PS","22942586 / 22942082 / 9480801125","sspurambcp@ksp.gov.in"
"Commissionerates","Bengaluru City","PI High Ground PS","22942587 / 22942083 / 9480801126","hgroundbcp@ksp.gov.in"
"Commissionerates","Bengaluru City","PI Vyalikaval PS","22942588 / 22942084 / 9480801128","vkavalbcp@ksp.gov.in"
"Commissionerates","Bengaluru City","PI Sadashiva Nagar PS","22942589 / 22942085 / 9480801127","ssnagarabcp@ksp.gov.in"
"Commissionerates","Bengaluru City","ACP Cubbon Park","22942167 / 9480801107","ablecparkbcp@ksp.gov.in"
"Commissionerates","Bengaluru City","PI Cubbon Park PS","22942591 / 22942087 / 9480801122","cparkbcp@ksp.gov.in"
"Commissionerates","Bengaluru City","PI Ashoknagar PS","22942580 / 22942076 / 9480801116","anagarbcp@ksp.gov.in"
"Commissionerates","Bengaluru City","PI Viveknagar PS","22942584 / 22942080 / 9480801121","vknagarbcp@ksp.gov.in"
"Commissionerates","Bengaluru City","PI Vidhana Soudha PS","22942590 / 22942086 / 9480801123","vsoudhabcp@ksp.gov.in"
"Commissionerates","Bengaluru City","ACP Halasoor Gate","22942171 / 9480801106","ableugatebcp@ksp.gov.in"
"Commissionerates","Bengaluru City","PI Halasoor Gate PS","22942579 / 22942075 / 9480801115","hgatebcp@ksp.gov.in"
"Commissionerates","Bengaluru City","PI Wilson Garden PS","22942581 / 22942077 / 9480801118","wgardenbcp@ksp.gov.in"
"Commissionerates","Bengaluru City","PI S.R Nagar PS","22942582 / 22942078 / 9480801117","srnagarabcp@ksp.gov.in"
"Commissionerates","Bengaluru City","PI S.J Park PS","22942583 / 22942079 / 9480801119","sjparkbcp@ksp.gov.in"
"Commissionerates","Bengaluru City","PI Women PS","22942728 / 9364107013","womenpscentralbcp@ksp.gov.in"
"Commissionerates","Bengaluru City","DCP Vidhana Soudha Security","22943554 / 22033968 / 9480801109","dcpvsoudhasec@ksp.gov.in"
"Commissionerates","Bengaluru City","SP, Marshal Vidhana Soudha Assembly","22943116 / 9663730385",""
"Commissionerates","Bengaluru City","ACP, Marshal Vidhana Soudha Council","22943423 / —",""
"Commissionerates","Bengaluru City","ACP Vidhana Soudha Security","22943731 / 9480801108",""
"Commissionerates","Bengaluru City","PI Vidhana Soudha Security -1","22943548 / 9480801131",""
"Commissionerates","Bengaluru City","PI Vidhana Soudha Security -2","22033703 / 9480801124",""
"Commissionerates","Bengaluru City","ACP Vikasa Soudha Security","22035199 / 9480801068","acpvikassoudhasecbcp@ksp.gov.in"
"Commissionerates","Bengaluru City","PI Vikasa Soudha Security-1","22035200 / 9480801130",""
"Commissionerates","Bengaluru City","PI Vikasa Soudha Security-2","22942908 / 9480801129",""
"Commissionerates","Bengaluru City","PI L.H (Legislative House)","22942692 / —",""
"Commissionerates","Bengaluru City","DCP High Court Vigilance","22954540 / 9448289038 (High Court CUG) / 9980199032",""
"Commissionerates","Bengaluru City","DSP High Court Vigilance","22954540 / 22943282 / 9480801093","ablehcourtsecbcp@ksp.gov.in"
"Commissionerates","Bengaluru City","PI High Court Vigilance","— / 9448288649",""
"Commissionerates","Bengaluru City","ACP High Court Security","22943282 / 9480801093","ablehcourtsec@ksp.gov.in"
"Commissionerates","Bengaluru City","PI High Court Security","22943282 / —",""
"Commissionerates","Bengaluru City","DCP West","22370195 / 22942356 / 9480801020","dcpwest@ksp.gov.in"
"Commissionerates","Bengaluru City","West Control Room","22943232 / 9480801700","westcontrolbcp@ksp.gov.in"
"Commissionerates","Bengaluru City","ACP, Cyber Crime PS Basaveshwaranagar","22943242 / 9480801112","cenpswestbcp@ksp.gov.in"
"Commissionerates","Bengaluru City","PI Cyber Crime PS Basaveshwaranagar","22943242 / 9480801113","cenpswestbcp@ksp.gov.in"
"Commissionerates","Bengaluru City","ACP Chickpete","22942149 / 22251773 / 9480801705","ablechikpetbcp@ksp.gov.in"
"Commissionerates","Bengaluru City","PI Upparpete PS","22942503 / 22873367 / 9480801716","upetbcp@ksp.gov.in"
"Commissionerates","Bengaluru City","PI City Market PS","22942506 / 9480801717","marketbcp@ksp.gov.in"
"Commissionerates","Bengaluru City","PI Kalasipalya PS","22942504 / 26702195 / 9480801718","kpalyabcp@ksp.gov.in"
"Commissionerates","Bengaluru City","K.S.R.T.C Out Post","22943113 / —",""
"Commissionerates","Bengaluru City","PI Cottonpete PS","22942508 / 26700675 / 9480801719","cotpetbcp@ksp.gov.in"
"Commissionerates","Bengaluru City","PI Chamarajapete PS","22942575 / 9480801521","cmpetbcp@ksp.gov.in"
"Commissionerates","Bengaluru City","ACP Byatarayanapura","22942151 / 9480801706","ablebypurabcp@ksp.gov.in"
"Commissionerates","Bengaluru City","PI J.J. Nagar PS","22942509 / 9480801720","jjnagarbcp@ksp.gov.in"
"Commissionerates","Bengaluru City","PI Byatarayanapura PS","22942507 / 9480801721","bypurabcp@ksp.gov.in"
"Commissionerates","Bengaluru City","PI Chandra Layout PS","22942512 / 9480801722","clayoutbcp@ksp.gov.in"
"Commissionerates","Bengaluru City","PI Annapurneshwari Nagar PS","23482644 / 9480801715","apnagarbcp@ksp.gov.in"
"Commissionerates","Bengaluru City","PI Rajarajeshwarinagara PS (R R Nagar)","22942559 / 9480801725","rrnagarbcp@ksp.gov.in"
"Commissionerates","Bengaluru City","ACP Vijayanagar","22942153 / 9480801707","ablevnagarbcp@ksp.gov.in"
"Commissionerates","Bengaluru City","PI Women PS, Vijayanagar","22943448 / 9480801114","womenpswestbcp@ksp.gov.in"
"Commissionerates","Bengaluru City","PI Vijayanagar PS","22942514 / 9480801726","vjnagarbcp@ksp.gov.in"
"Commissionerates","Bengaluru City","PI Magadi Road PS","22942515 / 9480801727","mroadbcp@ksp.gov.in"
"Commissionerates","Bengaluru City","PI K.P. Agrahara PS","22942518 / 9480801730","kpagarharabcp@ksp.gov.in"
"Commissionerates","Bengaluru City","PI Basaveshwaranagar PS","22942516 / 9480801729","bwnagarbcp@ksp.gov.in"
"Commissionerates","Bengaluru City","PI Kamakshipalya PS","22942517 / 9480801728","kmpalyabcp@ksp.gov.in"
"Commissionerates","Bengaluru City","PI Govindarajnagar PS","22942283 / 9480801049","grnagarbcp@ksp.gov.in"
"Commissionerates","Bengaluru City","DCP East","25567085 / 22942312 / 9480801201","dcpeastbcp@ksp.gov.in"
"Commissionerates","Bengaluru City","East Control Room","22943535 / 9480801200","eastcontrol75@gmail.com"
"Commissionerates","Bengaluru City","ACP Cyber Crime PS","22943089 / 9480801023","ablecenpseastbcp@ksp.gov.in"
"Commissionerates","Bengaluru City","PI Cyber Crime PS","22943089 / 9480801025","cenpseastbcp@ksp.gov.in"
"Commissionerates","Bengaluru City","ACP Halasoor","22942143 / 9480801205","ableulsoorbcp@ksp.gov.in"
"Commissionerates","Bengaluru City","PI Halasoor PS","22942540 / 9480801226","halsoorbcp@ksp.gov.in"
"Commissionerates","Bengaluru City","PI Indiranagar PS","22942541 / 9480801228","inagarbcp@ksp.gov.in"
"Commissionerates","Bengaluru City","PI Byappanahalli PS","22942545 / 9480801227","bpnhallibcp@ksp.gov.in"
"Commissionerates","Bengaluru City","PI J.B. Nagar PS","22942543 / 9480801229","jbnagarbcp@ksp.gov.in"
"Commissionerates","Bengaluru City","ACP Pulakeshinagar","22942145 / 9480801206","ableftownbcp@ksp.gov.in"
"Commissionerates","Bengaluru City","PI Women PS, Shivajinagar","22942585 / 9480801120","womenpseastbcp@ksp.gov.in"
"Commissionerates","Bengaluru City","PI Bharathinagar PS","22942547 / 9480801216","bnagarbcp@ksp.gov.in"
"Commissionerates","Bengaluru City","PI Pulakeshinagar PS","22942548 / 9480801215","ftownbcp@ksp.gov.in"
"Commissionerates","Bengaluru City","PI Shivajinagar PS","22942597 / 9480801219","snagarbcp@ksp.gov.in"
"Commissionerates","Bengaluru City","Cyber Crime PS Shivajinagar PS","22943089 / 9480801025","cenpseastbcp@ksp.gov.in"
"Commissionerates","Bengaluru City","Boring Hospital OP","22943504 / —",""
"Commissionerates","Bengaluru City","PI Commercial Street PS","22942549 / 25587880 / 9480801218","commercialbcp@ksp.gov.in"
"Commissionerates","Bengaluru City","ACP Banaswadi","22942147 / 9480801207","ablekrpura@ksp.gov.in, bswadibcp@ksp.gov.in"
"Commissionerates","Bengaluru City","PI Ramamurthy Nagar PS","22942554 / 9480801224","rmnagarbcp@ksp.gov.in"
"Commissionerates","Bengaluru City","PI Hennur PS","22942557 / 9480801225","hennurbcp@ksp.gov.in"
"Commissionerates","Bengaluru City","PI Banaswadi PS","22942552 / 9480801222","bwadibcp@ksp.gov.in"
"Commissionerates","Bengaluru City","ACP K.G. Halli","22942725 / 9480801013","acpkghalli@gmail.com, ablekghallibcp@ksp.gov.in"
"Commissionerates","Bengaluru City","PI K.G. Halli PS","22942556 / 9480801223","kghallibcp@ksp.gov.in"
"Commissionerates","Bengaluru City","PI D.J. Halli PS","22942550 / 9480801220","djhallibcp@ksp.gov.in"
"Commissionerates","Bengaluru City","PI Govindpura PS","22943305 / 9480801024","govindpurabcp@ksp.gov.in"
"Commissionerates","Bengaluru City","DCP, South","26635199 / 22942309 / 22943296 / 9480801501","dcpsouthbcp@ksp.gov.in"
"Commissionerates","Bengaluru City","South Control Room","22943111 / 22943296 / 9480801500","southcontrolbcp@ksp.gov.in"
"Commissionerates","Bengaluru City","ACP Cyber Crime PS, Banashankari","22943507 / 9480801098",""
"Commissionerates","Bengaluru City","PI Cyber Crime PS, Banashankari (Cyber Economic Narcotic)","22943507 / 9480801099","cenpssouthbcp@ksp.gov.in"
"Commissionerates","Bengaluru City","ACP Jayanagar","22942161 / 9480801505","ablejayanagarbcp@ksp.gov.in"
"Commissionerates","Bengaluru City","PI Jayanagar PS","22942562 / 9480801515","pijnagarbcp@ksp.gov.in"
"Commissionerates","Bengaluru City","PI Basavanagudi PS","22942057 / 9480801516","bgudibcp@ksp.gov.in"
"Commissionerates","Bengaluru City","PI J.P. Nagar PS","22942563 / 9480801517","jpnagarbcp@ksp.gov.in"
"Commissionerates","Bengaluru City","PI Siddapura PS","22942572 / 9480801519","spurabcp@ksp.gov.in"
"Commissionerates","Bengaluru City","PI Banashankari PS","22942564 / 26710245 / 9480801527","bskbcpbcp@ksp.gov.in"
"Commissionerates","Bengaluru City","PI Puttenahalli PS","22942566 / 9480801523","puttenahallipsbcp@ksp.gov.in"
"Commissionerates","Bengaluru City","ACP V.V. Puram","22942165 / 9480801506","ablevvpurabcp@ksp.gov.in"
"Commissionerates","Bengaluru City","PI V.V. Puram PS","22942574 / 9480801522","vvpurapsbcp@ksp.gov.in"
"Commissionerates","Bengaluru City","PI Hanumanthanagara PS","22942576 / 9480801524","hnagarbcp@ksp.gov.in"
"Commissionerates","Bengaluru City","PI Kempegowda Nagar PS","22942578 / 9480801525","kgnagarbcp@ksp.gov.in"
"Commissionerates","Bengaluru City","PI Shankarapuram PS","22942558 / 9480801526","piskpurabcp@ksp.gov.in, skpurabcp@ksp.gov.in"
"Commissionerates","Bengaluru City","PI Girinagar PS","22942577 / 9480801528","gnagarbcp@ksp.gov.in"
"Commissionerates","Bengaluru City","PI Chennammanakere Achukattu PS","22943483 / 9480801532","chkactps@ksp.gov.in"
