AGID,Name,Rank,Email,Mobile,Landline,District,Office,Unit
OFF_4BE39DGZN,N/A,,,NM,0821-2418638,UNKNOWN,KPA Guest House,KPA Mys
OFF_TOQ68MP52,N/A,PI,,9480804710,,UNKNOWN,PI FPB HASSAN,FPB
OFF_838P5RWO1,N/A,DGP,dgppcw@ksp.gov.in,9480800427,080-22353871,UNKNOWN,DGP PCW,PCW
OFF_WUUZHL8LP,N/A,DD,,NM,0821-2418630,UNKNOWN,"DD, Prosecutor",KPA Mys
OFF_10YP8U8Y6,N/A,PSI,,9480805110,08262-235608,UNKNOWN,PSI FPB CHIKKAMAGALUR,FPB
OFF_FSCU946VT,N/A,,,NM,080-22871245,UNKNOWN,RP Control Room,Railways
OFF_H3EWEV73J,N/A,PI,,9480800468,0836-2364751,UNKNOWN,PI Railway Hubli,Railways
OFF_0QCS1MJIS,N/A,,,NM,0821-2418630,UNKNOWN,"DD, Prosecutor",KPA Mys
AGID0451,N/A,PI,,9480803310,,UNKNOWN,PI FPB SHIVAMOGGA,FPB
OFF_NFCP1A52N,N/A,,,9480800487,0821-2418336,UNKNOWN,ACP FPB MYSURU CITY,FPB
OFF_9NTBW82IX,N/A,PSI,,9480802119,080-2546081,UNKNOWN,PSI Railway Bayappanahalli,Railways
OFF_K8MWKIUSJ,N/A,PI,,9480802103,08476-202244,UNKNOWN,PI Railway Wadi,Railways
OFF_8CDGW1BVU,N/A,,,NM,0821-2418729,UNKNOWN,Senior Police Officers Hostel (Sangama),KPA Mys
OFF_RMIGSQFPE,N/A,AD,,NM,080-22943150,UNKNOWN,ASST DIR TO PHYSCOLOGY DIVISION,FSL
OFF_0B2SEIQZL,N/A,,,NM,0821-2418630,UNKNOWN,"DD, Prosecutor",KPA Mys
OFF_KFV7QL2GS,N/A,,,NM,080-22942843,UNKNOWN,AAO,Railways
OFF_12WVFOZWF,N/A,"SP,",spbcrersisd@ksp.gov.in,9480800613,"080-22346789, 25596006-F",UNKNOWN,"SP, ISD B�LURU CITY",ISD
OFF_VR6E1QNA6,N/A,080-22943784,,NM,080-22943784,UNKNOWN,Section Supdt.,SCRB
OFF_HXJ1I65O4,N/A,DD,,NM,08192-291593,UNKNOWN,DY DIR FSL DAVANGERE,FSL
OFF_R32YK0U9S,N/A,PSI,,9480802120,08153-255304,UNKNOWN,PSI Railway Banasawadi,Railways
OFF_AZVCBYEI5,N/A,PSI,,9480803710,,UNKNOWN,PSI FPB KOPPAL,FPB
OFF_41T6SC5RU,N/A,AD,,NM,080-22943352,UNKNOWN,ASST DIR BIOLOGY SECTION,FSL
OFF_G70ZTH2FI,N/A,COMMANDANT,cmdbtn1ksisf@ksp.gov.in,9480800610,"080-22942291, 080-22943820, 22943270 (Control Room)",UNKNOWN,COMMANDANT KSISF-I BENGALURU,ISD
OFF_YUWGUFKR0,N/A,DSP,,9480800461,080-22872483,UNKNOWN,DSP Railway SBC BLURU,Railways
OFF_D53DXW4AI,N/A,,,NM,0821-2418637,UNKNOWN,KPA New Mess,KPA Mys
OFF_0EH3I6J3L,N/A,ISD,,9480800688,,UNKNOWN,ISD SYSTEM ADMIN,ISD
OFF_6T7AXY9TK,N/A,PSI,,9480802126,0831-2405273,UNKNOWN,PSI Railway Belagavi,Railways
OFF_KSTGXEIAH,N/A,PI,,9480802102,080-22268591,UNKNOWN,PI Railway Cantonment BLURU,Railways
AGID0342,N/A,PI,,9480802410,080-22942498,UNKNOWN,PI FPB BENGALURU DIST,FPB
OFF_0PAIER5FD,N/A,,,NM,080-22942843,UNKNOWN,AAO,Railways
OFF_JWDZ9MOTD,N/A,AD,,9480800333,0821-2418636,UNKNOWN,Asst. Director (ICTs),KPA Mys
OFF_09YIDRS9E,N/A,,,9480802118,080-23376404,UNKNOWN,Railway Yeshwanthapur,Railways
OFF_G5L5GIGPE,N/A,DSP,,9480800478,080-22943438,UNKNOWN,DSP FPB HQRS MADIWALA B'LURU,FPB
OFF_9LKGEWTKI,N/A,PI,,9480802123,08372-278744,UNKNOWN,PI Railway Gadag,Railways
OFF_KVIA2CHTU,N/A,POLICE,(POLICE IT HELP DESK),NM,080-22943071,UNKNOWN,POLICE IT HELP DESK,SCRB
OFF_HXTG3DZQI,N/A,DIRECTOR,directorfsl@ksp.gov.in,9480800823,080-25532910,UNKNOWN,DIRECTOR FSL,FSL
OFF_LE530L0TR,N/A,PI,,NM,08152-243066,UNKNOWN,PI KOLAR,FPB
OFF_A7TY41X0S,N/A,DSP,,9480800463,08472-263654-F,UNKNOWN,DSP Railway Kalaburagi,Railways
OFF_Z7ZXLEGVU,N/A,DIGP,kparmyc@ksp.gov.in,9480800302,0821-2418627,UNKNOWN,"DIGP & Director, KPA",KPA Mys
OFF_ZQE7JNHYS,N/A,080-22943784,,NM,080-22943784,UNKNOWN,Section Supdt.,SCRB
OFF_1H77VBFAH,N/A,DD,,NM,0821-2418630,UNKNOWN,"DD, Prosecutor",KPA Mys
OFF_FM9YQTZ7R,N/A,DIGP,digpanf@ksp.gov.in,9480800601,08258-233111,UNKNOWN,DIGP & COMMANDER ANF,ISD
OFF_K9MKHBFND,N/A,,,9480800462,0836-2233510,UNKNOWN,DSP Railway Hubli,Railways
OFF_RFCPLW6VX,N/A,,,NM,08152-243066,UNKNOWN,PI KOLAR,FPB
OFF_XTJZQIVII,N/A,PSI,,9480804410,,UNKNOWN,PSI FPB GADAG,FPB
OFF_MH8C7P6V4,N/A,080-22943784,,NM,080-22943784,UNKNOWN,Section Supdt.,SCRB
OFF_T35M7OJ54,N/A,DYSP,dyspscrb@ksp.gov.in,9480800434,080-22353888,UNKNOWN,DYSP SCRB,SCRB
OFF_U2PZD850W,N/A,AD,,9480800488,0821-2418734,UNKNOWN,Asst. Director (Mess & Welfare),KPA Mys
OFF_2MTIJ51JL,N/A,080-22943072,(POLICE IT HELP DESK),NM,080-22943071,UNKNOWN,POLICE IT HELP DESK,SCRB
OFF_GNVKEV89K,N/A,PI,,9480800665,,UNKNOWN,PI TECH WING DOCUMENTATION 2,ISD
OFF_7M1CZTG28,N/A,DSP,,9480800617,,UNKNOWN,DSP ADMIN,ISD
OFF_GCYPR0T7B,N/A,PI,,9480800628,,UNKNOWN,PI MTO ISD,ISD
OFF_RQ8NKJX44,N/A,Railway,dcrly@ksp.gov.in,9480802140,080-22871291,UNKNOWN,Railway C/Room,Railways
OFF_XJH80O5A6,N/A,,,NM,0821-2418637,UNKNOWN,KPA New Mess,KPA Mys
OFF_LH83ILL3Y,N/A,RP,,NM,080-22871245,UNKNOWN,RP Control Room,Railways
OFF_VEC4Y4AYQ,N/A,PI,,9480800736,,UNKNOWN,PI ISD SOUTH EAST DIVISION,ISD
OFF_5B6QAZ7A6,N/A,COMMANDANT,cmdbtn3ksisf@ksp.gov.in,9480800637,"0836-2777790, 0836-2777799 (Control Room)",UNKNOWN,COMMANDANT KSISF-III DHARWAD,ISD
OFF_DBP5BA6FX,N/A,PI,,9480804010,,UNKNOWN,PI FPB BELAGAVI,FPB
OFF_OPWSTHRTQ,N/A,PI,,9480800664,,UNKNOWN,PI ISD DOCUMENTATION,ISD
OFF_GU0BRJTJH,N/A,"DIGP,",digpis@ksp.gov.in,9480800602,"080-22943811, 080-25592733",UNKNOWN,"DIGP, ADMIN, ISD",ISD
OFF_GRL0UDPWH,N/A,PI,,9480803210,,UNKNOWN,PI FPB DAVANAGERE,FPB
AGID0738,N/A,PI,,9480805310,,UNKNOWN,PI FPB MANGALURU DIST,FPB
OFF_VXBJGW60E,N/A,,,NM,0821-2418729,UNKNOWN,Senior Police Officers Hostel (Sangama),KPA Mys
AGID2460,N/A,PSI,,9480802124,08182-222974,UNKNOWN,PSI Railway Shivamogga,Railways
OFF_K3V938QIN,N/A,DSP,,9480800482,08192-272001,UNKNOWN,DSP FPB EASTERN RANGE DAVANAGERE,FPB
OFF_8DF7C45RA,N/A,,,9480800478,080-22943215,UNKNOWN,DSP FPB ADMIN B'LURU,FPB
OFF_863LLHJA2,N/A,,,NM,0821-2418729,UNKNOWN,Senior Police Officers Hostel (Sangama),KPA Mys
OFF_GL7Z2URL4,N/A,,,9480805310,,UNKNOWN,PI FPB MANGALURU DIST,FPB
OFF_RH6K5KETC,N/A,080-22943072,(POLICE IT HELP DESK),NM,080-22943071,UNKNOWN,POLICE IT HELP DESK,SCRB
OFF_D63HOILHB,N/A,SP,fpb@ksp.gov.in,9480800475,080-25634063,UNKNOWN,SP FPB BENGALURU,FPB
OFF_FO2UIFJSZ,N/A,,,9480802410,080-22942498,UNKNOWN,PI FPB BENGALURU DIST,FPB
OFF_OH19WO36M,N/A,,,NM,0820-2526444,UNKNOWN,PI FPB UDUPI,FPB
OFF_3IRZ2K065,N/A,PI,,9480800689,,UNKNOWN,PI TECHNICAL WING DR,ISD
OFF_ZIBG9VQLK,N/A,"ISD,",dircctisd@ksp.gov.in,9480800604,080-29516151,UNKNOWN,"ISD, DIRECTOR",ISD
OFF_IA4D3YBK5,N/A,ANF,,NM,08258-233111-F,UNKNOWN,ANF KARKALA CONTROL ROOM,ISD
AGID0440,N/A,PI,,9480803178,,UNKNOWN,PI FPB CHITRADURGA,FPB
OFF_TEYY4SLTM,N/A,PI,,9480800472,08352-250883,UNKNOWN,PI Railway Vijayapura,Railways
OFF_BJO76QFID,N/A,,,9480803178,,UNKNOWN,PI FPB CHITRADURGA,FPB
OFF_K005Q0B35,N/A,SS,,NM,080-22943356,UNKNOWN,SECTION SUPDT.,FSL
OFF_SWVXKX1YS,N/A,DSP,,9480800623,,UNKNOWN,DSP ISD BENGALURU EAST,ISD
OFF_UJOATDN24,N/A,DSP,,9480800626,,UNKNOWN,DSP BENGALURU WEST,ISD
OFF_XMMC9K6QS,N/A,AD,adindoorkpa@ksp.gov.in,9480800337,0821-2418633,UNKNOWN,Asst. Director (Outdoor),KPA Mys
OFF_GLKJ5WY3M,N/A,,,9480800483,08472-22942600,UNKNOWN,DSP FPB NORTH EASTERN RANGE KALABURGI,FPB
OFF_0XUSLVI3A,N/A,,,NM,0821-2418635,UNKNOWN,Library,KPA Mys
OFF_Q242OXF04,N/A,PI,,9480800706,,UNKNOWN,PI SOUTH DIV BENGALURU,ISD
OFF_XCKTSQYSG,N/A,PI,,9480800467,080-22942334,UNKNOWN,PI Railway SBC BLURU,Railways
OFF_19QV63LAW,N/A,DD,,NM,0821-2522250,UNKNOWN,DY DIR FSL MYSURU,FSL
OFF_Y0I3PZJZ5,N/A,DIGP,digpscrb@ksp.gov.in,9480800430,080-22254790,UNKNOWN,DIGP SCRB,SCRB
OFF_AO4VXV3J3,N/A,,,NM,08152-243066,UNKNOWN,PI KOLAR,FPB
OFF_D7VKUL34Y,N/A,,,9480802124,08182-222974,UNKNOWN,PSI Railway Shivamogga,Railways
OFF_RDZRMANSN,N/A,AAO,,NM,080-25593188,UNKNOWN,AAO ISD,ISD
OFF_Y3KPY0QND,N/A,DD,,NM,080-25634892,UNKNOWN,DY. DIRECTOR DNA CENTRE,FSL
OFF_S85LZ7HWP,N/A,DD,,NM,0831-2405249,UNKNOWN,DY DIR FSL BELAGAVI,FSL
OFF_GPVSO89PX,N/A,PSI,,9480802125,08174-232244,UNKNOWN,PSI Railway Arsikere,Railways
OFF_MPVB85FS9,N/A,PI,,9480803665,,UNKNOWN,PI FPB YADAGIRI,FPB
OFF_1IZST6Q20,N/A,DSP,,9480800620,,UNKNOWN,DSP ISD TECHNICAL,ISD
OFF_N5723SHYQ,N/A,,,9480803310,,UNKNOWN,PI FPB SHIVAMOGGA,FPB
OFF_A20XDR4ZJ,N/A,,,NM,0821-2418730,UNKNOWN,Hoysala & Nethravathi Guest House,KPA Mys
OFF_2JU7X543W,N/A,,,NM,0821-2418729,UNKNOWN,Senior Police Officers Hostel (Sangama),KPA Mys
OFF_9157TO5IU,N/A,PI,,NM,0820-2526444,UNKNOWN,PI FPB UDUPI,FPB
OFF_O86XOTCP5,N/A,,,9480804210,,UNKNOWN,PI FPB VIJAYAPURA,FPB
OFF_A891ZDW94,N/A,,,NM,0821-2418638,UNKNOWN,KPA Guest House,KPA Mys
OFF_2A713UVS4,N/A,"SP,","spcct@ksp.gov.in, crcct@ksp.gov.in",9480800605,"080-25746151, 080-25749147",UNKNOWN,"SP, COMMDT CCT",ISD
OFF_IV05BT66S,N/A,DSP,,9480800480,0831-2405245,UNKNOWN,DSP FPB N. RANGE BELAGAVI,FPB
OFF_M4T9WF9WE,N/A,0821-2520980-P,,NM,0821-2418636,UNKNOWN,AAO,KPA Mys
OFF_QWH5CNFC0,N/A,,,NM,080-22943350,UNKNOWN,QUESTION DOCUMENT DIVISION,FSL
OFF_WRYVV5K49,N/A,,,NM,0821-2418635,UNKNOWN,Library,KPA Mys
OFF_10JXJ672D,N/A,PI,,9480800640,,UNKNOWN,PI TECH WING (CDR),ISD
OFF_QLJT4KVTM,N/A,DD,,9480800638,,UNKNOWN,"DEPUTY DIRECTOR, TRAINING",ISD
AGID0443,N/A,PI,,9480804310,,UNKNOWN,PI FPB DHARWAD,FPB
OFF_C56MMI06S,N/A,,,9480804510,,UNKNOWN,PI FPB HAVERI,FPB
OFF_DXX0TRKVP,N/A,,,9480804310,,UNKNOWN,PI FPB DHARWAD,FPB
OFF_QRQKOS5CB,N/A,,,NM,0821-2418730,UNKNOWN,Hoysala & Nethravathi Guest House,KPA Mys
OFF_IX9DZ95KH,N/A,PI,,9480803510,,UNKNOWN,PI FPB KALABURGI,FPB
OFF_XROUXKVHU,N/A,DD,,NM,08472-226655,UNKNOWN,DY DIR FSL KALABURGI,FSL
OFF_DLE8EDS26,N/A,AAO,,NM,080-22942843,UNKNOWN,AAO,Railways
OFF_0UEC30TOG,N/A,DD,,9480800639,,UNKNOWN,"DEPUTY DIRECTOR, BDDS",ISD
OFF_W7B62DV71,N/A,,,NM,0821-2418729,UNKNOWN,Senior Police Officers Hostel (Sangama),KPA Mys
OFF_5OZGJ0GZX,N/A,PI,,9480800667,,UNKNOWN,PI EAST DIV BENGALURU,ISD
OFF_LQ7RYSYUQ,N/A,PI,,9480800670,,UNKNOWN,PI TECH WING INTERCEPTION,ISD
OFF_4BLSX9UME,N/A,ADGP,adgpis@ksp.gov.in,9480800008,"080-25304575, 080-22943816",UNKNOWN,ADGP ISD,ISD
OFF_YZTHB00FJ,N/A,,,9480800488,0821-2418734,UNKNOWN,Asst. Director (Mess & Welfare),KPA Mys
OFF_VOPDYVOP2,N/A,,,NM,0821-2418730,UNKNOWN,Hoysala & Nethravathi Guest House,KPA Mys
OFF_BOGKCSP19,N/A,,,NM,0821-2418635,UNKNOWN,Library,KPA Mys
OFF_11DE8FWTW,N/A,POLICE,(POLICE IT HELP DESK),NM,080-22943071,UNKNOWN,POLICE IT HELP DESK,SCRB
OFF_K4M4G70NG,N/A,DSP,,9480800619,,UNKNOWN,DSP DOCUMENTATION,ISD
OFF_3VQCAJWXG,N/A,0821-2520980-P,,NM,0821-2418636,UNKNOWN,AAO,KPA Mys
OFF_Q6T35K7LZ,N/A,PI,,9480802104,0821-2516790,UNKNOWN,PI Railway Mysuru,Railways
OFF_4N7ON9T7R,N/A,ISD,,9480800740,"080-25592666, 080-22943801, 25596006-F",UNKNOWN,ISD CONTROL ROOM,ISD
OFF_4TILWMFHU,N/A,AD,,NM,080-22943351,UNKNOWN,ASST DIR PHYSICS SECTION,FSL
OFF_V6HK9YNW9,N/A,,,9480802910,0816-22942910,UNKNOWN,PI FPB TUMKUR,FPB
OFF_AN37HIOR2,N/A,,,NM,0821-2418638,UNKNOWN,KPA Guest House,KPA Mys
OFF_L9JHHV0EG,N/A,ACP,fpubcp@ksp.gov.in,9480800477,080-22942190,UNKNOWN,ACP FPB BENGALURU CITY,FPB
OFF_CIJLK0FG7,N/A,"DD,",,9480800340,,UNKNOWN,"DD, Prosecution",KPA Mys
OFF_B0U1ZOP02,N/A,,,NM,0821-2418730,UNKNOWN,Hoysala & Nethravathi Guest House,KPA Mys
OFF_9JM46OCHM,N/A,PI,,9480800708,,UNKNOWN,PI ISD SMAC,ISD
OFF_HFD5RZ1UB,N/A,"SP,",sphqisd@ksp.gov.in,9480800607,080-22943824,UNKNOWN,"SP, ISD HQ.",ISD
OFF_75QU1HQEE,N/A,,,NM,0821-2418637,UNKNOWN,KPA New Mess,KPA Mys
OFF_XW711VHOO,N/A,AAO,,NM,080-22942843,UNKNOWN,AAO,Railways
AGID1007,NDPS,,,,22943769,Bengaluru City,NDPS,Other
AGID1008,NPCIL Kaiga,PC,npcilkaiga@nic.in,,8382264047,Uttara Kannada,NPCIL Kaiga,Other
AGID1006,Namma 112,,,,22943747,Bengaluru City,Namma 112,Other
AGID1010,OP Dharwad,,,,2233553,Hubballi–Dharwad City,OP Dharwad,L&O
AGID1011,OP Mishrikoti,,,,08370-283633,Dharwad,OP Mishrikoti,L&O
AGID1009,Old Age Helpline Shivamogga,,,,08182-221188,Shivamogga,Old Age Helpline Shivamogga,Other
AGID0308,P.I DCRB,,dcrbkpl@ksp.gov.in,9480803709,,Koppal,P.I DCRB,DCRB
AGID0339,P.I DSB Koppal,,debkpl@ksp.gov.in,9480803707,,Koppal,P.I DSB Koppal,DSB
AGID1571,PI (AD) Intelligence,PI,adintukwr@ksp.gov.in,,8382226570,Uttara Kannada,PI (AD) Intelligence,S INT
AGID1586,PI APMC Navanagar PS,PI,apmenavanagarhde@ksp.gov.in,9480802039,2233492,Hubballi–Dharwad City,APMC NAVANAGAR PS,L&O
AGID1587,PI APMC PS,PI,apmchgm@ksp.gov.in,9480804106,2405250,Belagavi City,APMC PS,L&O
AGID1588,PI APMC Yard Ballari PS,PI,apmcblr@ksp.gov.in,9480803096,08392-250033,Ballari,APMC YARD BALLARI PS,L&O
AGID1575,PI Admin,PI,,9480801092,,Bengaluru City,PI Admin,Admin
AGID1576,PI Adugodi PS,PI,adugodibcp@ksp.gov.in,9480801518,22942573,Bengaluru City,ADUGODI PS,L&O
AGID1577,PI Ajjampura PS,PI,ajjampurackm@ksp.gov.in,9480805164,08261-245133,Chikkamagaluru,AJJAMPURA PS,L&O
AGID2090,PI Allanahalli PS,PI,alanahallimyceiksp.gov.in,9480802257,2418311,Mysuru City,ALLANAHALLI PS,L&O
AGID1578,PI Alland PS,PI,alalndgha@ksp.gov.in,9480803563,08477-202222,Kalaburagi,ALLAND PS,L&O
AGID1579,PI Alur PS,PI,alurhsn@ksp.gov.in,9480804739,8170218231,Hassan,Alur PS,L&O
AGID1580,PI Amruthahalli PS,PI,amruthahallipsbcp@ksp.gov.in,9480801417,22943644,Bengaluru City,AMRUTHAHALLI PS,L&O
AGID1581,PI Anekal PS,PI,anekalbng@ksp.gov.in,9480802435,27859235,Bengaluru,ANEKAL PS,L&O
AGID1582,PI Ankali PS,PI,anklibgm@ksp.gov.in,9480804134,08338-254233,Belagavi,ANKALI PS,L&O
AGID1583,PI Ankola PS,PI,ankolaukwr@ksp.gov.in,9480805267,08388-254812,Uttara Kannada,ANKOLA PS,L&O
AGID1584,PI Annapoorneshwari Nagar PS,PI,apnagarabcp@ksp.gov.in,9480801726,22942513,Bengaluru City,ANNAPOORNESHWARI NAGAR PS,L&O
AGID1585,PI Anugondanahalli PS,PI,anugondanahallibng@ksp.gov.in,9480802464,27945777,Bengaluru,ANUGONDANAHALLI PS,L&O
AGID1589,PI Arasikere Rural PS,PI,arasikereruralhsn@ksp.gov.in,9480804754,8174232237,Hassan,Arasikere Rural PS,L&O
AGID1590,PI Arasikere(T) PS,PI,arasikeretownhsn@ksp.gov.in,9480804738,8174232233,Hassan,Arasikere Town PS,L&O
AGID1591,PI Ashok Nagar PS,PI,ashoknagarhde@ksp.gov.in,9480802038,2233490,Hubballi–Dharwad City,ASHOK NAGAR PS,L&O
AGID1592,PI Ashok Nagar PS,PI,ashoknagarkbe@ksp.gov.in,9480805520,263617,Kalaburagi City,ASHOK NAGAR PS,L&O
AGID2091,PI Ashokapuram PS,PI,ashokpurammyc@ksp.gov.in,9480802244,2418121,Mysuru City,ASHOKAPURAM PS,L&O
AGID1593,PI Ashoknagar PS,PI,anagarbcp@ksp.gov.in,9480801116,22942580,Bengaluru City,ASHOKNAGAR PS,L&O
AGID1594,PI Attibele PS,PI,attibelebng@ksp.gov.in,9480802436,27821360,Bengaluru,ATTIBELE PS,L&O
AGID1595,PI Avalahalli PS,PI,avalahallibng@ksp.gov.in,9480802473,28472500,Bengaluru,AVALAHALLI PS,L&O
AGID1596,PI Azadnagar PS,PI,azadnagardvg@ksp.gov.in,9480803245,08192-259337,Davanagere,AZADNAGAR PS,L&O
AGID0004,PI BDDS,PI,,9113201950,,Bengaluru City,PI BDDS,BDDS
AGID0380,PI BESCOM,PI,,9448094808,27273014,Ramanagara,PI BESCOM,ESCOM
AGID0379,PI BESCOM,PI,,9480800469,,Davanagere,PI BESCOM,ESCOM
AGID0381,PI BESCOM Vigilance,PI,,9480804812,2260050,Tumkur,PI BESCOM Vigilance,ESCOM
AGID1597,PI Badavanahalli PS,PI,badavanahallitkr@ksp.gov.in,9480802982,08137-284901,Tumkur,BADAVANAHALLI PS,L&O
AGID1598,PI Bagalgunte PS,PI,bagalguntepsbcp@ksp.gov.in,9480801547,22942258,Bengaluru City,BAGALGUNTE PS,L&O
AGID2655,PI Bagalkot,PI,bgkpsdcre@ksp.gov.in,9480806150,08354-295768,Northern,PS Bagalkot,DCRE
AGID1600,PI Bagalkote Town PS,PI,bgktownmsp@ksp.gov.in,9480803945,08354-250333,Bagalkote,BAGALKOTE TOWN PS,L&O
AGID1599,PI Bagalkote Town PS,PI,,,,Bagalkote,BAGALKOTE TOWN PS,L&O
AGID1601,PI Bagepalli PS,PI,bpallipscbpura@ksp.gov.in,9480802550,08150-282233,Chikkaballapura,BAGEPALLI PS,L&O
AGID1602,PI Bailahongal PS,PI,bailahongalbgm@ksp.gov.in,9480804037,08288-237060,Belagavi,BAILAHONGAL PS,L&O
AGID1603,PI Bajpe PS,PI,bajemgc@ksp.gov.in,9480802313,2220531,Mangaluru City,BAJPE PS,L&O
AGID2631,PI Ballari,PI,blrpsdcre@ksp.gov.in,9480806180,08392-299038,Ballari,PS Ballari,DCRE
AGID1604,PI Ballari Rural PS,PI,,9480803049,08392-276461,Ballari,BALLARI RURAL PS,L&O
AGID0616,PI Ballari Traffic PS,PI,bellarytrafficblr@ksp.gov.in,9480803048,08392-275722,Ballari,BALLARI TRAFFIC PS,Traffic
AGID1605,PI Banashankari PS,PI,bskbcpbcp@ksp.gov.in,9480801527,22942564,Bengaluru City,BANASHANKARI PS,L&O
AGID1606,PI Banaswadi PS,PI,bwadibcp@ksp.gov.in,9480801222,22942552,Bengaluru City,BANASWADI PS,L&O
AGID1607,PI Bandepalya PS,PI,bandepalyabcp@ksp.gov.in,9480801078,22942236,Bengaluru City,BANDEPALYA PS,L&O
AGID1608,PI Bangarpet PS,PI,bangarpetkgf@ksp.gov.in,9480802751,255402,KGF,BANGARPET PS,L&O
AGID1609,PI Bannerghatta PS,PI,bannerghattabng@ksp.gov.in,9480802449,27828595,Bengaluru,BANNERGHATTA PS,L&O
AGID1610,PI Bannur PS,PI,bannurmys@ksp.gov.in,9480805053,8227275632,Mysuru,Bannur PS,L&O
AGID1611,PI Bantwala (R) PS,PI,cpibantwalamaq@ksp.gov.in,9480805335,08255-235000,Dakshina Kannada,BANTWALA (R) PS,L&O
AGID1612,PI Bantwala (T) PS,PI,bantwalatownmaq@ksp.gov.in,9480805367,08255-232111,Dakshina Kannada,BANTWALA (T) PS,L&O
AGID1613,PI Barke PS,PI,barkemgc@ksp.gov.in,9480805350,2220522,Mangaluru City,BARKE PS,L&O
AGID1614,PI Basavanabagewadi PS,PI,bagewadibjp@ksp.gov.in,9480804261,08358-245333,Vijayapura,BASAVANABAGEWADI PS,L&O
AGID1615,PI Basavanagar PS,PI,basavanagadvg@ksp.gov.in,9480803246,08192-272009,Davanagere,BASAVANAGAR PS,L&O
AGID1616,PI Basavanagudi PS,PI,bgudibcp@ksp.gov.in,9480801516,22942057,Bengaluru City,BASAVANAGUDI PS,L&O
AGID1617,PI Beguru PS,PI,begurbcp@ksp.gov.in,9480801217,22942551,Bengaluru City,BEGURU PS,L&O
AGID2656,PI Belagavi,PI,bgmpsdcre@ksp.gov.in,9480806148,0831-2453802,Northern,PS Belagavi,DCRE
AGID1618,PI Bellanduru PS,PI,bellandurubcp@ksp.gov.in,9480801613,25747771,Bengaluru City,BELLANDURU PS,L&O
AGID1619,PI Belthangadi PS,PI,belthangadimaq@ksp.gov.in,9480805370,08256-232093,Dakshina Kannada,BELTHANGADI PS,L&O
AGID1620,PI Belur PS,PI,belurhsn@ksp.gov.in,9480804782,8177222444,Hassan,Belur PS,L&O
AGID1621,PI Bendigeri PS,PI,bendigerihde@ksp.gov.in,9480802025,2233526,Hubballi–Dharwad City,BENDIGERI PS,L&O
AGID1622,PI Bhadravathi New Town PS,PI,newtownbdvtshi@ksp.gov.in,9480803356,08282-266343,Shivamogga,BHADRAVATHI NEW TOWN PS,L&O
AGID1623,PI Bhadravathi Old Town PS,PI,oldtownbdvtshi@ksp.gov.in,9480803354,08282-266343,Shivamogga,BHADRAVATHI OLD TOWN PS,L&O
AGID1624,PI Bhadravathi Rural PS,PI,cpibdvtruralshi@ksp.gov.in,9480803357,08282-270100,Shivamogga,BHADRAVATHI RURAL PS,L&O
AGID1625,PI Bhagaluru PS,PI,bhagalurpsbcp@ksp.gov.in,9480801418,28469100,Bengaluru City,BHAGALURU PS,L&O
AGID1626,PI Bhalki (T) PS,PI,bhalkitownbdr@ksp.gov.in,9480803463,08484-262323,Bidar,BHALKI (T) PS,L&O
AGID1627,PI Bharamasagara PS,PI,bharamasagaracta@ksp.gov.in,9480803163,08194-258421,Chitradurga,BHARAMASAGARA PS,L&O
AGID1628,PI Bharathinagar PS,PI,bnagarbcp@ksp.gov.in,9480801216,22942547,Bengaluru City,BHARATHINAGAR PS,L&O
AGID1629,PI Bhatkal (R) PS,PI,bhatkalruralukwr@ksp.gov.in,9480805252,08385-227333,Uttara Kannada,BHATKAL (R) PS,L&O
AGID1630,PI Bhatkal (T) PS,PI,bhatkaltownukwr@ksp.gov.in,9480805269,08385-226333,Uttara Kannada,BHATKAL (T) PS,L&O
AGID1631,PI Bidadi PS,PI,bidadirmn@ksp.gov.in,9480802849,27282237,Ramanagara,BIDADI PS,L&O
AGID2651,PI Bidar,PI,bdrpsdcre@ksp.gov.in,9480806178,08482-200988,Northeastern,PS Bidar,DCRE
AGID0266,PI Bidar New Town PS,PI,newtownbdr@ksp.gov.in,9480803446,08482-228256,Bidar,BIDAR NEW TOWN PS,DAR
AGID0267,PI Bidar Rural PS,PI,ruralbdr@ksp.gov.in,9480803449,08482-232811,Bidar,BIDAR RURAL PS,DAR
AGID0268,PI Bidar Traffic PS,PI,pitraffichdr@ksp.gov.in,9480803472,08482-226713,Bidar,BIDAR TRAFFIC PS,DAR
AGID1632,PI Bilagi PS,PI,bilagibgk@ksp.gov.in,9480803963,08425-275233,Bagalkote,BILAGI PS,L&O
AGID1633,PI Bilichodu PS,PI,bilichodudvg@ksp.gov.in,9480803269,08192-248244,Davanagere,BILICHODU PS,L&O
AGID1634,PI Bilikere PS,PI,bilikeremys@ksp.gov.in,9480805057,8222240002,Mysuru,Bilikere PS,L&O
AGID1635,PI Bommanahalli PS,PI,bommanahallibcp@ksp.gov.in,9480801544,22942269,Bengaluru City,BOMMANAHALLI PS,L&O
AGID1636,PI Brahmpur PS,PI,brahmpurkbe@ksp.gov.in,9480805522,263618,Kalaburagi City,BRAHMPUR PS,L&O
AGID1637,PI Brucepet PS,PI,brucepethlr@ksp.gov.in,9480803045,08392-272022,Ballari,BRUCEPET PS,L&O
